vehicle_number,total_violations,first_violation,last_violation,unique_zones,top_zone,vehicle_type,top_violation_type,span_days,violations_per_month,rank
FKN00GL66450,5,2023-12-20,2024-02-27,1,Shivajinagar,SCOOTER,WRONG PARKING,70,2.14,2947
FKN00GL66435,5,2024-02-27,2024-03-25,1,Shivajinagar,SCOOTER,WRONG PARKING,28,5.36,2948
FKN00GL6640,5,2023-11-15,2024-02-02,1,Upparpet,PASSENGER AUTO,WRONG PARKING,80,1.88,2949
FKN00GL6634,5,2024-02-02,2024-02-10,1,Kodigehalli,SCOOTER,WRONG PARKING,9,16.67,2950
FKN00GL16429,5,2024-01-06,2024-02-29,1,Magadi Road,GOODS AUTO,NO PARKING,55,2.73,2951
FKN00GL16312,5,2024-01-12,2024-04-02,1,Shivajinagar,MOTOR CYCLE,WRONG PARKING,82,1.83,2952
FKN00GL1627,5,2023-12-09,2024-04-04,2,Halasuru Gate,PASSENGER AUTO,WRONG PARKING,118,1.27,2953
FKN00GL29719,5,2024-01-18,2024-03-16,3,Bellandur,CAR,NO PARKING,59,2.54,2954
FKN00GL29673,5,2023-11-21,2024-03-03,1,Malleshwaram,PASSENGER AUTO,WRONG PARKING,104,1.44,2955
FKN00GL29574,5,2024-02-07,2024-03-20,1,Vijayanagara,CAR,WRONG PARKING,43,3.49,2956
FKN00GL29466,5,2024-02-09,2024-03-25,1,Banaswadi,SCOOTER,WRONG PARKING,46,3.26,2957
FKN00GL29271,5,2024-02-09,2024-03-10,2,Hulimavu,SCOOTER,NO PARKING,31,4.84,2958
FKN00GL29114,5,2024-02-08,2024-02-20,1,Halasur,CAR,NO PARKING,13,11.54,2959
FKN00GL29081,5,2024-01-05,2024-02-09,2,High ground,VAN,NO PARKING,36,4.17,2960
FKN00GL29035,5,2023-12-25,2024-04-03,1,Shivajinagar,PASSENGER AUTO,NO PARKING,101,1.49,2961
FKN00GL108637,5,2024-01-08,2024-03-27,1,Rajajinagar,CAR,WRONG PARKING,80,1.88,2962
FKN00GL10832,5,2024-01-12,2024-03-15,1,Shivajinagar,MOTOR CYCLE,NO PARKING,64,2.34,2963
FKN00GL29012,5,2023-11-27,2024-03-07,2,Hebbala,SCOOTER,NO PARKING,102,1.47,2964
FKN00GL28969,5,2023-12-18,2024-03-20,1,Vijayanagara,SCOOTER,WRONG PARKING,94,1.6,2965
FKN00GL28938,5,2024-02-09,2024-03-04,1,K.R. Pura,PASSENGER AUTO,PARKING IN A MAIN ROAD,25,6.0,2966
FKN00GL28894,5,2024-02-09,2024-03-06,1,Upparpet,SCOOTER,WRONG PARKING,27,5.56,2967
FKN00GL28832,5,2024-01-01,2024-02-09,2,HAL Old Airport,CAR,NO PARKING,40,3.75,2968
FKN00GL2868,5,2024-01-05,2024-03-11,1,HAL Old Airport,SCOOTER,WRONG PARKING,67,2.24,2969
FKN00GL28556,5,2024-03-10,2024-03-30,1,Shivajinagar,MOTOR CYCLE,NO PARKING,21,7.14,2970
FKN00GL2852,5,2023-11-17,2024-02-01,1,Vijayanagara,SCOOTER,WRONG PARKING,77,1.95,2971
FKN00GL108260,5,2023-11-16,2024-03-27,1,Malleshwaram,CAR,WRONG PARKING,133,1.13,2972
FKN00GL108147,5,2023-12-04,2024-03-27,1,Bellandur,CAR,WRONG PARKING,115,1.3,2973
FKN00GL107891,5,2023-11-21,2024-03-27,2,Chamarajpet,LGV,NO PARKING,128,1.17,2974
FKN00GL66614,5,2024-01-10,2024-03-12,1,Ashok Nagar,SCOOTER,NO PARKING,63,2.38,2975
FKN00GL66592,5,2023-12-06,2024-02-27,1,Ashok Nagar,SCOOTER,NO PARKING,84,1.79,2976
FKN00GL66558,5,2023-11-29,2024-03-04,3,Hulimavu,CAR,WRONG PARKING,97,1.55,2977
FKN00GL67901,5,2023-12-13,2024-04-06,1,Upparpet,CAR,NO PARKING,116,1.29,2978
FKN00GL16627,5,2024-01-12,2024-02-20,1,HAL Old Airport,SCOOTER,NO PARKING,40,3.75,2979
FKN00GL165926,5,2023-11-26,2024-01-07,2,K.R. Pura,PASSENGER AUTO,WRONG PARKING,43,3.49,2980
FKN00GL165874,5,2023-12-24,2023-12-24,1,Pulikeshinagar(F.Town),MOTOR CYCLE,NO PARKING,1,150.0,2981
FKN00GL165712,5,2023-11-24,2024-01-12,1,Upparpet,PASSENGER AUTO,WRONG PARKING,50,3.0,2982
FKN00GL16558,5,2024-01-08,2024-03-30,2,City Market,CAR,WRONG PARKING,83,1.81,2983
FKN00GL16557,5,2023-12-26,2024-04-08,1,City Market,PASSENGER AUTO,WRONG PARKING,105,1.43,2984
FKN00GL165545,5,2023-11-26,2023-11-26,1,Shivajinagar,MOTOR CYCLE,WRONG PARKING,1,150.0,2985
FKN00GL16542,5,2023-12-13,2024-01-17,2,City Market,GOODS AUTO,WRONG PARKING,36,4.17,2986
FKN00GL16536,5,2024-01-17,2024-02-15,1,HAL Old Airport,SCOOTER,WRONG PARKING,30,5.0,2987
FKN00GL165330,5,2023-12-26,2023-12-28,1,Malleshwaram,CAR,WRONG PARKING,3,50.0,2988
FKN00GL6755,5,2024-01-20,2024-03-05,1,Upparpet,CAR,NO PARKING,46,3.26,2989
FKN00GL66818,5,2023-12-06,2024-03-27,1,Rajajinagar,CAR,WRONG PARKING,113,1.33,2990
FKN00GL109146,5,2023-11-12,2024-03-26,1,Shivajinagar,PASSENGER AUTO,WRONG PARKING,136,1.1,2991
FKN00GL10899,5,2024-01-14,2024-01-27,2,City Market,PASSENGER AUTO,NO PARKING,14,10.71,2992
FKN00GL108793,5,2023-11-25,2023-12-13,1,Upparpet,MOTOR CYCLE,WRONG PARKING,19,7.89,2993
FKN00GL68662,5,2024-01-04,2024-02-28,1,Shivajinagar,SCOOTER,WRONG PARKING,56,2.68,2994
FKN00GL68631,5,2023-11-11,2024-03-23,1,Shivajinagar,MOTOR CYCLE,WRONG PARKING,134,1.12,2995
FKN00GL68619,5,2023-11-28,2024-03-26,1,High ground,SCOOTER,WRONG PARKING,120,1.25,2996
FKN00GL28381,5,2023-12-26,2024-03-12,1,Vijayanagara,SCOOTER,WRONG PARKING,78,1.92,2997
FKN00GL28372,5,2024-02-08,2024-03-26,2,HAL Old Airport,CAR,PARKING IN A MAIN ROAD,48,3.12,2998
FKN00GL28316,5,2024-01-02,2024-03-18,2,HAL Old Airport,BUS (BMTC/KSRTC),PARKING IN A MAIN ROAD,77,1.95,2999
FKN00GL2823,5,2024-02-25,2024-03-27,2,Upparpet,PASSENGER AUTO,NO PARKING,32,4.69,3000
FKN00GL28075,5,2024-03-13,2024-03-26,2,Shivajinagar,CAR,WRONG PARKING,14,10.71,3001
FKN00GL28046,5,2023-12-06,2024-02-20,2,Rajajinagar,MOTOR CYCLE,WRONG PARKING,77,1.95,3002
FKN00GL68578,5,2023-12-22,2024-03-16,3,Magadi Road,SCOOTER,WRONG PARKING,86,1.74,3003
FKN00GL68553,5,2024-01-20,2024-03-07,1,Shivajinagar,SCOOTER,WRONG PARKING,48,3.12,3004
FKN00GL68377,5,2023-12-28,2024-03-12,1,Shivajinagar,SCOOTER,WRONG PARKING,76,1.97,3005
FKN00GL68326,5,2024-01-05,2024-04-08,1,City Market,LGV,WRONG PARKING,95,1.58,3006
FKN00GL68248,5,2023-12-06,2024-03-27,1,Ashok Nagar,MOTOR CYCLE,NO PARKING,113,1.33,3007
FKN00GL6804,5,2024-01-23,2024-02-15,1,K.R. Pura,SCOOTER,WRONG PARKING,24,6.25,3008
FKN00GL67989,5,2023-11-30,2024-03-02,1,Shivajinagar,SCOOTER,NO PARKING,94,1.6,3009
FKN00GL107171,5,2023-12-25,2024-01-25,2,Kodigehalli,MOTOR CYCLE,WRONG PARKING,32,4.69,3010
FKN00GL27930,5,2023-11-16,2024-03-09,1,Malleshwaram,MOTOR CYCLE,WRONG PARKING,115,1.3,3011
FKN00GL27892,5,2023-11-11,2024-03-17,1,Shivajinagar,PASSENGER AUTO,NO PARKING,128,1.17,3012
FKN00GL27781,5,2024-01-14,2024-03-04,1,Vijayanagara,SCOOTER,NO PARKING,51,2.94,3013
FKN00GL16963,5,2023-11-23,2024-02-06,1,City Market,SCOOTER,WRONG PARKING,76,1.97,3014
FKN00GL16899,5,2024-02-14,2024-03-12,2,Kodigehalli,MOTOR CYCLE,NO PARKING,28,5.36,3015
FKN00GL16827,5,2023-12-22,2024-03-16,1,Chamarajpet,SCOOTER,WRONG PARKING,86,1.74,3016
FKN00GL16752,5,2024-01-04,2024-04-08,1,Basavanagudi,SCOOTER,WRONG PARKING,96,1.56,3017
FKN00GL167077,5,2023-12-27,2024-03-10,1,Upparpet,SCOOTER,NO PARKING,75,2.0,3018
FKN00GL106816,5,2023-11-27,2024-03-26,1,Upparpet,SCOOTER,WRONG PARKING,121,1.24,3019
FKN00GL106682,5,2023-12-19,2024-03-26,1,Vijayanagara,SCOOTER,WRONG PARKING,99,1.52,3020
FKN00GL10656,5,2023-12-13,2024-01-28,1,Pulikeshinagar(F.Town),CAR,WRONG PARKING,47,3.19,3021
FKN00GL68959,5,2023-12-20,2024-03-07,1,Vijayanagara,SCOOTER,WRONG PARKING,79,1.9,3022
FKN00GL68792,5,2023-11-27,2024-02-29,2,Shivajinagar,MOTOR CYCLE,WRONG PARKING,95,1.58,3023
FKN00GL68737,5,2024-01-15,2024-03-02,1,Byatarayanapura,CAR,NO PARKING,48,3.12,3024
FKN00GL68725,5,2023-12-24,2024-02-29,1,Byatarayanapura,LORRY/GOODS VEHICLE,NO PARKING,68,2.21,3025
FKN00GL27774,5,2024-01-13,2024-03-23,2,Vijayanagara,MOTOR CYCLE,NO PARKING,71,2.11,3026
FKN00GL27526,5,2023-11-15,2024-02-16,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,94,1.6,3027
FKN00GL27503,5,2024-01-10,2024-02-08,1,High ground,SCOOTER,WRONG PARKING,30,5.0,3028
FKN00GL27499,5,2023-12-03,2024-03-06,1,Upparpet,CAR,NO PARKING,95,1.58,3029
FKN00GL27436,5,2024-01-24,2024-03-15,1,Mico Layout,MAXI-CAB,PARKING IN A MAIN ROAD,52,2.88,3030
FKN00GL27387,5,2024-02-05,2024-03-14,1,Rajajinagar,SCOOTER,NO PARKING,39,3.85,3031
FKN00GL27324,5,2023-11-17,2024-02-21,1,Shivajinagar,SCOOTER,WRONG PARKING,97,1.55,3032
FKN00GL69385,5,2024-01-02,2024-03-22,1,Upparpet,SCOOTER,WRONG PARKING,81,1.85,3033
FKN00GL69263,5,2024-02-24,2024-02-29,1,Electronic City,CAR,WRONG PARKING,6,25.0,3034
FKN00GL69055,5,2023-11-12,2024-02-29,4,Chamarajpet,PASSENGER AUTO,NO PARKING,110,1.36,3035
FKN00GL68993,5,2024-01-03,2024-03-26,1,Basavanagudi,SCOOTER,WRONG PARKING,84,1.79,3036
FKN00GL107349,5,2023-12-20,2024-03-24,1,Shivajinagar,PASSENGER AUTO,NO PARKING,96,1.56,3037
FKN00GL107282,5,2023-11-17,2024-03-28,1,Shivajinagar,PASSENGER AUTO,WRONG PARKING,133,1.13,3038
FKN00GL107269,5,2024-01-23,2024-01-23,1,HSR Layout,MOTOR CYCLE,WRONG PARKING,1,150.0,3039
FKN00GL107267,5,2024-01-23,2024-01-23,1,HSR Layout,MOTOR CYCLE,NO PARKING,1,150.0,3040
FKN00GL107245,5,2023-12-30,2024-01-16,1,Upparpet,SCOOTER,NO PARKING,18,8.33,3041
FKN00GL70577,5,2024-03-01,2024-03-01,1,Malleshwaram,CAR,WRONG PARKING,1,150.0,3042
FKN00GL106085,5,2023-12-10,2024-01-07,1,Shivajinagar,SCOOTER,WRONG PARKING,29,5.17,3043
FKN00GL106084,5,2023-11-14,2024-01-09,1,High ground,SCOOTER,WRONG PARKING,57,2.63,3044
FKN00GL105934,5,2023-11-12,2024-01-07,1,Shivajinagar,SCOOTER,NO PARKING,57,2.63,3045
FKN00GL1059,5,2023-12-02,2024-03-15,2,Upparpet,PASSENGER AUTO,NO PARKING,105,1.43,3046
FKN00GL105792,5,2023-11-30,2024-01-05,1,High ground,SCOOTER,WRONG PARKING,37,4.05,3047
FKN00GL105756,5,2024-01-04,2024-01-04,1,Malleshwaram,CAR,WRONG PARKING,1,150.0,3048
FKN00GL105619,5,2023-11-29,2024-01-03,1,HSR Layout,CAR,NO PARKING,36,4.17,3049
FKN00GL1056,5,2024-02-07,2024-03-15,1,HAL Old Airport,MOTOR CYCLE,PARKING IN A MAIN ROAD,38,3.95,3050
FKN00GL70576,5,2024-03-01,2024-03-01,1,Malleshwaram,CAR,WRONG PARKING,1,150.0,3051
FKN00GL7041,5,2024-01-26,2024-03-21,2,Hulimavu,SCHOOL VEHICLE,WRONG PARKING,56,2.68,3052
FKN00GL70271,5,2023-11-23,2024-03-12,2,City Market,SCOOTER,WRONG PARKING,111,1.35,3053
FKN00GL70073,5,2023-11-18,2024-04-07,2,High ground,CAR,WRONG PARKING,142,1.06,3054
FKN00GL69686,5,2023-11-14,2023-12-07,1,HSR Layout,SCOOTER,WRONG PARKING,24,6.25,3055
FKN00GL6962,5,2023-11-25,2024-02-18,2,Basavanagudi,SCOOTER,WRONG PARKING,86,1.74,3056
FKN00GL69434,5,2023-11-29,2024-02-29,1,Upparpet,CAR,NO PARKING,93,1.61,3057
FKN00GL7150,5,2023-11-20,2024-02-22,1,Jalahalli,MOTOR CYCLE,NO PARKING,95,1.58,3058
FKN00GL71280,5,2024-01-20,2024-04-07,1,Mahadevapura,SCOOTER,NO PARKING,79,1.9,3059
FKN00GL71220,5,2023-12-15,2024-03-01,3,HAL Old Airport,BUS (BMTC/KSRTC),PARKING OTHER THAN BUS STOP,78,1.92,3060
FKN00GL7106,5,2023-11-23,2024-03-28,2,Shivajinagar,PASSENGER AUTO,WRONG PARKING,127,1.18,3061
FKN00GL27314,5,2023-11-18,2024-04-01,1,Shivajinagar,MOTOR CYCLE,WRONG PARKING,136,1.1,3062
FKN00GL1704,5,2023-11-15,2023-12-19,1,Pulikeshinagar(F.Town),CAR,WRONG PARKING,35,4.29,3063
FKN00GL170139,5,2023-12-27,2024-01-16,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,21,7.14,3064
FKN00GL169762,5,2023-12-27,2024-01-30,1,Upparpet,CAR,NO PARKING,35,4.29,3065
FKN00GL169752,5,2023-12-27,2023-12-30,1,Upparpet,CAR,NO PARKING,4,37.5,3066
FKN00GL16965,5,2023-12-15,2024-01-13,1,HAL Old Airport,SCOOTER,NO PARKING,30,5.0,3067
FKN00GL27072,5,2023-11-22,2023-12-27,1,Cubbon Park,TEMPO,WRONG PARKING,36,4.17,3068
FKN00GL26919,5,2023-12-07,2024-03-12,1,Vijayanagara,MOTOR CYCLE,NO PARKING,97,1.55,3069
FKN00GL26904,5,2024-01-21,2024-03-05,2,HSR Layout,LGV,WRONG PARKING,45,3.33,3070
FKN00GL70837,5,2024-03-01,2024-03-13,2,Hulimavu,SCOOTER,WRONG PARKING,13,11.54,3071
FKN00GL70760,5,2024-01-03,2024-03-06,1,Shivajinagar,LGV,WRONG PARKING,64,2.34,3072
FKN00GL70750,5,2024-03-01,2024-03-01,1,Kodigehalli,SCOOTER,WRONG PARKING,1,150.0,3073
FKN00GL105490,5,2023-12-13,2024-03-25,1,Shivajinagar,SCOOTER,WRONG PARKING,104,1.44,3074
FKN00GL105425,5,2023-11-27,2024-03-25,2,Upparpet,SCOOTER,NO PARKING,120,1.25,3075
FKN00GL105238,5,2023-12-22,2023-12-31,1,Upparpet,MOTOR CYCLE,NO PARKING,10,15.0,3076
FKN00GL26796,5,2024-02-26,2024-03-19,1,Malleshwaram,CAR,WRONG PARKING,23,6.52,3077
FKN00GL26763,5,2023-11-26,2024-02-18,2,Rajajinagar,CAR,NO PARKING,85,1.76,3078
FKN00GL26737,5,2023-12-10,2024-02-08,1,Sheshadripuram,SCOOTER,WRONG PARKING,61,2.46,3079
FKN00GL17320,5,2023-11-15,2024-02-23,1,HAL Old Airport,SCOOTER,NO PARKING,101,1.49,3080
FKN00GL172503,5,2023-12-30,2024-03-10,1,Shivajinagar,SCOOTER,WRONG PARKING,72,2.08,3081
FKN00GL17250,5,2024-01-13,2024-01-17,1,HAL Old Airport,SCOOTER,NO PARKING,5,30.0,3082
FKN00GL17237,5,2024-01-12,2024-02-06,3,Upparpet,SCOOTER,WRONG PARKING,26,5.77,3083
FKN00GL17173,5,2023-11-12,2024-01-13,1,Shivajinagar,SCOOTER,NO PARKING,63,2.38,3084
FKN00GL1715,5,2024-02-11,2024-03-15,1,Malleshwaram,CAR,WRONG PARKING,34,4.41,3085
FKN00GL170755,5,2023-12-28,2023-12-31,2,Magadi Road,SCOOTER,NO PARKING,4,37.5,3086
FKN00GL105235,5,2023-12-30,2023-12-30,1,Mico Layout,SCOOTER,WRONG PARKING,1,150.0,3087
FKN00GL105100,5,2023-11-13,2024-01-24,1,Ashok Nagar,SCOOTER,NO PARKING,73,2.05,3088
FKN00GL7166,5,2023-12-13,2024-02-02,1,Jalahalli,MOTOR CYCLE,WRONG PARKING,52,2.88,3089
FKN00GL72888,5,2023-12-06,2023-12-07,1,Hebbala,SCOOTER,NO PARKING,2,75.0,3090
FKN00GL105087,5,2023-12-11,2024-01-19,1,Mico Layout,MOTOR CYCLE,NO PARKING,40,3.75,3091
FKN00GL105057,5,2023-12-28,2023-12-28,1,Malleshwaram,CAR,WRONG PARKING,1,150.0,3092
FKN00GL105056,5,2023-12-28,2023-12-28,1,Malleshwaram,CAR,WRONG PARKING,1,150.0,3093
FKN00GL105054,5,2023-12-28,2023-12-28,1,Malleshwaram,CAR,WRONG PARKING,1,150.0,3094
FKN00GL105053,5,2023-12-28,2023-12-28,1,Malleshwaram,CAR,WRONG PARKING,1,150.0,3095
FKN00GL104967,5,2023-12-27,2024-03-27,1,Upparpet,SCOOTER,NO PARKING,92,1.63,3096
FKN00GL104955,5,2023-12-27,2023-12-27,1,Malleshwaram,SCOOTER,WRONG PARKING,1,150.0,3097
FKN00GL104954,5,2023-12-27,2023-12-27,1,Malleshwaram,MOTOR CYCLE,WRONG PARKING,1,150.0,3098
FKN00GL104910,5,2023-12-25,2023-12-28,1,Jayanagara,MOTOR CYCLE,NO PARKING,4,37.5,3099
FKN00GL7272,5,2023-12-30,2024-03-20,1,Madiwala,CAR,NO PARKING,82,1.83,3100
FKN00GL72300,5,2023-11-30,2024-03-02,1,HAL Old Airport,SCOOTER,NO PARKING,94,1.6,3101
FKN00GL72156,5,2023-11-29,2024-03-02,1,Halasur,VAN,NO PARKING,95,1.58,3102
FKN00GL72114,5,2024-03-02,2024-03-16,1,Mico Layout,SCOOTER,NO PARKING,15,10.0,3103
FKN00GL71991,5,2023-11-15,2024-03-02,3,Sheshadripuram,CAR,NO PARKING,109,1.38,3104
FKN00GL7174,5,2024-01-03,2024-02-02,1,Jalahalli,SCOOTER,WRONG PARKING,31,4.84,3105
FKN00GL74044,5,2024-01-09,2024-03-12,1,Vijayanagara,SCOOTER,WRONG PARKING,64,2.34,3106
FKN00GL73981,5,2024-03-03,2024-03-08,1,Upparpet,SCOOTER,NO PARKING,6,25.0,3107
FKN00GL7368,5,2023-11-12,2024-03-19,3,Hulimavu,CAR,WRONG PARKING,129,1.16,3108
FKN00GL73438,5,2024-03-02,2024-03-02,1,Upparpet,CAR,NO PARKING,1,150.0,3109
FKN00GL73321,5,2023-11-22,2024-03-25,1,Shivajinagar,SCOOTER,WRONG PARKING,125,1.2,3110
FKN00GL17067,5,2024-01-13,2024-02-24,1,Jayanagara,SCOOTER,NO PARKING,43,3.49,3111
FKN00GL26509,5,2023-12-11,2024-03-05,1,Rajajinagar,MOTOR CYCLE,NO PARKING,86,1.74,3112
FKN00GL26398,5,2023-12-24,2024-03-02,2,Byatarayanapura,HGV,WRONG PARKING,70,2.14,3113
FKN00GL17395,5,2024-01-12,2024-04-01,1,Ashok Nagar,CAR,NO PARKING,81,1.85,3114
FKN00GL17394,5,2024-01-02,2024-01-16,1,Ashok Nagar,CAR,NO PARKING,15,10.0,3115
FKN00GL17370,5,2023-11-21,2024-02-07,1,HAL Old Airport,SCOOTER,NO PARKING,79,1.9,3116
FKN00GL1736,5,2024-03-14,2024-03-25,1,Pulikeshinagar(F.Town),CAR,NO PARKING,12,12.5,3117
FKN00GL173572,5,2023-12-29,2024-01-22,1,Magadi Road,SCOOTER,NO PARKING,25,6.0,3118
FKN00GL17341,5,2023-12-24,2024-03-31,1,Chamarajpet,LGV,WRONG PARKING,99,1.52,3119
FKN00GL26394,5,2023-11-30,2024-03-16,1,Yelahanka,SCOOTER,WRONG PARKING,108,1.39,3120
FKN00GL26384,5,2023-11-19,2024-03-19,3,City Market,LGV,WRONG PARKING,122,1.23,3121
FKN00GL104565,5,2023-12-08,2024-03-31,2,Malleshwaram,CAR,WRONG PARKING,115,1.3,3122
FKN00GL26376,5,2024-01-04,2024-03-10,1,Shivajinagar,SCOOTER,NO PARKING,67,2.24,3123
FKN00GL26357,5,2024-02-08,2024-02-27,3,Bellandur,CAR,WRONG PARKING,20,7.5,3124
FKN00GL26240,5,2024-02-08,2024-03-13,1,Vijayanagara,JEEP,WRONG PARKING,35,4.29,3125
FKN00GL26233,5,2023-11-19,2024-03-31,1,Upparpet,PASSENGER AUTO,WRONG PARKING,134,1.12,3126
FKN00GL176385,5,2024-01-01,2024-01-13,1,Banaswadi,SCOOTER,NO PARKING,13,11.54,3127
FKN00GL176341,5,2024-01-01,2024-01-16,1,HAL Old Airport,SCOOTER,NO PARKING,16,9.38,3128
FKN00GL175911,5,2023-12-29,2024-01-17,1,High ground,SCOOTER,WRONG PARKING,20,7.5,3129
FKN00GL175864,5,2023-12-31,2024-01-12,2,Bellandur,MAXI-CAB,WRONG PARKING,13,11.54,3130
FKN00GL17449,5,2023-11-15,2024-01-12,1,Upparpet,PASSENGER AUTO,WRONG PARKING,59,2.54,3131
FKN00GL75363,5,2024-01-15,2024-03-24,1,K.R. Pura,LGV,WRONG PARKING,70,2.14,3132
FKN00GL74768,5,2023-12-08,2024-03-02,1,K.G. Halli,CAR,NO PARKING,86,1.74,3133
FKN00GL74756,5,2023-11-16,2024-03-31,2,Byatarayanapura,SCOOTER,WRONG PARKING,137,1.09,3134
FKN00GL7445,5,2023-11-21,2024-03-27,1,Halasuru Gate,LGV,WRONG PARKING,128,1.17,3135
FKN00GL74411,5,2024-02-17,2024-03-08,4,Chamarajpet,PASSENGER AUTO,NO PARKING,21,7.14,3136
FKN00GL7430,5,2024-01-01,2024-03-02,1,HAL Old Airport,MOTOR CYCLE,WRONG PARKING,62,2.42,3137
FKN00GL174438,5,2023-12-30,2024-01-27,1,Rajajinagar,MOTOR CYCLE,NO PARKING,29,5.17,3138
FKN00GL17423,5,2023-12-21,2024-01-16,1,Mico Layout,SCOOTER,NO PARKING,27,5.56,3139
FKN00GL26152,5,2023-12-17,2024-03-13,2,HAL Old Airport,CAR,PARKING IN A MAIN ROAD,88,1.7,3140
FKN00GL26138,5,2024-01-10,2024-02-13,1,HAL Old Airport,SCOOTER,NO PARKING,35,4.29,3141
FKN00GL26133,5,2024-01-02,2024-03-01,1,HAL Old Airport,MOTOR CYCLE,WRONG PARKING,60,2.5,3142
FKN00GL26079,5,2023-12-28,2024-02-13,5,Jeevanbheemanagar,CAR,NO PARKING,48,3.12,3143
FKN00GL25969,5,2024-01-16,2024-03-12,1,HAL Old Airport,MOTOR CYCLE,NO PARKING,57,2.63,3144
FKN00GL25960,5,2024-01-08,2024-04-05,1,Kodigehalli,MOPED,NO PARKING,89,1.69,3145
FKN00GL7557,5,2023-12-13,2024-01-27,1,Bellandur,CAR,WRONG PARKING,46,3.26,3146
FKN00GL7546,5,2024-01-16,2024-03-27,2,Upparpet,CAR,WRONG PARKING,72,2.08,3147
FKN00GL104825,5,2023-12-16,2024-01-14,2,Upparpet,CAR,WRONG PARKING,30,5.0,3148
FKN00GL104734,5,2023-11-18,2024-01-27,1,Chikkajala,MAXI-CAB,WRONG PARKING,71,2.11,3149
FKN00GL104721,5,2023-12-10,2024-01-11,2,Upparpet,SCOOTER,NO PARKING,33,4.55,3150
FKN00GL104703,5,2023-12-01,2023-12-31,2,Kodigehalli,MOTOR CYCLE,WRONG PARKING,31,4.84,3151
FKN00GL10462,5,2024-01-19,2024-04-08,1,Vijayanagara,CAR,WRONG PARKING,81,1.85,3152
FKN00GL104581,5,2023-12-24,2024-01-24,2,Malleshwaram,PASSENGER AUTO,NO PARKING,32,4.69,3153
FKN00GL25748,5,2023-11-16,2024-03-30,1,Adugodi,SCOOTER,NO PARKING,136,1.1,3154
FKN00GL25694,5,2023-12-17,2024-04-06,2,Shivajinagar,PASSENGER AUTO,WRONG PARKING,112,1.34,3155
FKN00GL25682,5,2023-11-11,2024-02-07,2,HAL Old Airport,BUS (BMTC/KSRTC),WRONG PARKING,89,1.69,3156
FKN00GL25510,5,2023-12-13,2024-03-02,1,K.R. Pura,PASSENGER AUTO,WRONG PARKING,81,1.85,3157
FKN00GL25482,5,2023-11-17,2024-04-02,1,Upparpet,SCOOTER,NO PARKING,138,1.09,3158
FKN00GL25428,5,2024-03-30,2024-04-03,1,Upparpet,SCOOTER,NO PARKING,5,30.0,3159
FKN00GL25420,5,2023-12-31,2024-03-26,2,Sadashivanagar,CAR,WRONG PARKING,87,1.72,3160
FKN00GL7675,5,2023-11-16,2024-03-22,1,Yeshwanthpura,MOTOR CYCLE,WRONG PARKING,128,1.17,3161
FKN00GL76669,5,2024-03-05,2024-03-24,1,Upparpet,CAR,NO PARKING,20,7.5,3162
FKN00GL76660,5,2023-11-27,2024-03-05,1,Upparpet,CAR,NO PARKING,100,1.5,3163
FKN00GL76404,5,2023-12-21,2024-03-19,1,Shivajinagar,SCOOTER,WRONG PARKING,90,1.67,3164
FKN00GL7628,5,2024-01-12,2024-04-01,2,City Market,CAR,WRONG PARKING,81,1.85,3165
FKN00GL76232,5,2023-12-11,2024-03-20,1,R.T. Nagar,SCOOTER,NO PARKING,101,1.49,3166
FKN00GL75883,5,2023-11-25,2024-03-04,1,Vijayanagara,SCOOTER,WRONG PARKING,101,1.49,3167
FKN00GL75864,5,2024-03-04,2024-03-04,1,Kodigehalli,MOTOR CYCLE,WRONG PARKING,1,150.0,3168
FKN00GL7584,5,2024-03-17,2024-04-07,1,Shivajinagar,SCOOTER,NO PARKING,22,6.82,3169
FKN00GL77678,5,2023-11-21,2024-03-28,3,City Market,PASSENGER AUTO,NO PARKING,129,1.16,3170
FKN00GL77420,5,2024-01-05,2024-03-20,1,Rajajinagar,SCOOTER,WRONG PARKING,76,1.97,3171
FKN00GL104564,5,2023-11-11,2024-01-06,1,Malleshwaram,MOTOR CYCLE,NO PARKING,57,2.63,3172
FKN00GL104488,5,2023-11-10,2024-01-05,1,Jeevanbheemanagar,CAR,PARKING IN A MAIN ROAD,57,2.63,3173
FKN00GL104487,5,2023-12-23,2024-01-15,3,Jeevanbheemanagar,CAR,PARKING IN A MAIN ROAD,24,6.25,3174
FKN00GL104451,5,2023-11-18,2024-03-26,3,Chamarajpet,LGV,PARKING IN A MAIN ROAD,130,1.15,3175
FKN00GL104286,5,2023-11-15,2023-12-21,1,HAL Old Airport,SCOOTER,NO PARKING,37,4.05,3176
FKN00GL104270,5,2023-11-25,2024-01-29,1,Vijayanagara,SCOOTER,NO PARKING,66,2.27,3177
FKN00GL104241,5,2023-12-09,2024-01-23,2,Mico Layout,SCOOTER,NO PARKING,46,3.26,3178
FKN00GL104235,5,2023-12-20,2024-01-21,2,Shivajinagar,PASSENGER AUTO,NO PARKING,33,4.55,3179
FKN00GL104132,5,2023-11-14,2024-03-10,2,Upparpet,GOODS AUTO,WRONG PARKING,118,1.27,3180
